,level_0,index,Unnamed: 0,Unnamed: 0.1,Buy/Sell,Transaction Date,Acceptance Date Time,Issuer Name,Issuer Trading Symbol,Reporting Owner Name,Reporting Owner Relationship,Transcation Share,Price Per share,Total Value,Shares Owned Following Transaction,Form,sector,market_cap,new_trans_date,Adj Close,Adj Close day1,Adj Close day2,Adj Close day3,Adj Close day4,Adj Close day5,Adj Close month,Adj Close 6month,Adj Close year
132,28835,28835,28835,28835,Sell,2016-10-18,2016-10-18 20:06:42,SALESFORCE COM INC,CRM,Harris Parker, officer,"2,800",$72.9136,"$204,158.0000","34,667",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=18, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=292, tm_isdst=-1)",72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,75.05999755859375,72.0,87.91999816894531,116.48999786376953
133,28836,28836,28836,28836,Buy,2016-10-18,2016-10-18 20:06:42,SALESFORCE COM INC,CRM,Harris Parker, officer,"3,000",$27.0625,"$81,187.5000","37,467",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=18, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=292, tm_isdst=-1)",72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,75.05999755859375,72.0,87.91999816894531,116.48999786376953
134,28841,28841,28841,28841,Sell,2016-10-18,2016-10-18 20:01:29,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"11,200",$72.8738,"$816,187.0000","34,934,300",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=18, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=292, tm_isdst=-1)",72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,75.05999755859375,72.0,87.91999816894531,116.48999786376953
135,28985,28985,28985,28985,Sell,2016-10-18,2016-10-18 20:06:42,SALESFORCE COM INC,CRM,Harris Parker, officer,200,$74.1400,"$14,828.0000","34,467",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=18, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=292, tm_isdst=-1)",72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,75.05999755859375,72.0,87.91999816894531,116.48999786376953
136,28990,28990,28990,28990,Sell,2016-10-18,2016-10-18 20:01:29,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"1,300",$73.8892,"$96,056.0000","34,933,000",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=18, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=292, tm_isdst=-1)",72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,75.05999755859375,72.0,87.91999816894531,116.48999786376953
137,29194,29194,29194,29194,Sell,2016-10-17,2016-10-17 20:14:03,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"11,550",$73.0226,"$843,411.0000","34,946,400",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=17, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=291, tm_isdst=-1)",72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,72.93000030517578,86.8499984741211,115.30000305175781
138,29343,29343,29343,29343,Sell,2016-10-17,2016-10-17 20:17:18,SALESFORCE COM INC,CRM,Conway Craig, director,250,$74.1000,"$18,525.0000","9,138",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=17, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=291, tm_isdst=-1)",72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,72.93000030517578,86.8499984741211,115.30000305175781
139,29344,29344,29344,29344,Sell,2016-10-17,2016-10-17 20:14:03,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,950,$74.0947,"$70,390.0000","34,945,600",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=17, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=291, tm_isdst=-1)",72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,75.05999755859375,72.93000030517578,86.8499984741211,115.30000305175781
140,29501,29501,29501,29501,Sell,2016-10-14,2016-10-14 19:09:16,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"5,220",$70.1990,"$366,439.0000","34,965,300",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=14, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=288, tm_isdst=-1)",74.2699966430664,72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,72.93000030517578,87.5,116.30000305175781
141,29502,29502,29502,29502,Sell,2016-10-14,2016-10-14 19:09:16,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"1,700",$71.0529,"$120,790.0000","34,963,600",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=14, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=288, tm_isdst=-1)",74.2699966430664,72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,72.93000030517578,87.5,116.30000305175781
142,29650,29650,29650,29650,Sell,2016-10-14,2016-10-14 19:09:16,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,200,$73.5100,"$14,702.0000","34,963,400",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=14, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=288, tm_isdst=-1)",74.2699966430664,72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,72.93000030517578,87.5,116.30000305175781
143,29651,29651,29651,29651,Sell,2016-10-14,2016-10-14 19:09:16,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"5,180",$74.7182,"$387,040.0000","34,958,200",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=14, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=288, tm_isdst=-1)",74.2699966430664,72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,72.93000030517578,87.5,116.30000305175781
144,29652,29652,29652,29652,Sell,2016-10-14,2016-10-14 19:09:16,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,200,$75.3800,"$15,076.0000","34,958,000",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=14, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=288, tm_isdst=-1)",74.2699966430664,72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,74.0,72.93000030517578,87.5,116.30000305175781
145,29901,29901,29901,29901,Sell,2016-10-13,2016-10-13 19:41:45,SALESFORCE COM INC,CRM,Benioff Marc, director officer 10% owner,"12,500",$70.8703,"$885,879.0000","34,970,500",Form 4,Technology,123213510000.0,"time.struct_time(tm_year=2016, tm_mon=10, tm_mday=13, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=287, tm_isdst=-1)",70.62999725341797,74.2699966430664,72.83000183105469,72.7699966430664,72.81999969482422,72.58999633789062,73.7300033569336,86.0999984741211,112.87999725341797
